RAJ2000,DEJ2000,Seq,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,__3_6_,e__3_6_,__4_5_,e__4_5_,__5_8_,e__5_8_,__8_0_,e__8_0_,__24_,e__24_,AKs,alpha,Cl,_2M,Simbad
84.72642,-7.1675835,631,0.0,0.0,0.0,0.0,0.0,0.0,14.9,0.02,14.21,0.01,13.76,0.07,13.5,0.1,8.36,0.07,0.0,-1.25,FP,2M,Simbad
85.04083,-7.1649723,632,12.76,0.03,12.05,0.03,11.81,0.03,0.0,0.0,11.52,0.01,0.0,0.0,11.27,0.03,6.45,0.02,0.06,0.0,"P ",2M,Simbad
84.572586,-7.160972,633,12.44,0.03,11.26,0.02,10.83,0.03,10.47,0.01,10.28,0.01,10.06,0.01,9.41,0.01,4.28,0.02,0.53,-1.62,"D ",2M,Simbad
84.789665,-7.154917,634,16.06,0.1,13.3,0.04,11.9,0.03,10.83,0.01,10.34,0.01,9.95,0.01,9.52,0.01,7.24,0.03,1.82,-1.34,"D ",2M,Simbad
84.531456,-7.154028,635,0.0,0.0,0.0,0.0,0.0,0.0,14.79,0.02,14.1,0.02,13.86,0.08,13.07,0.07,0.0,0.0,0.0,-0.94,"D ",2M,Simbad
84.53137,-7.141444,636,0.0,0.0,0.0,0.0,11.79,0.07,8.65,0.01,7.47,0.01,6.67,0.01,5.93,0.01,1.91,0.01,0.0,0.23,"P ",2M,Simbad
84.59937,-7.1274724,637,12.39,0.03,11.43,0.02,10.8,0.02,9.3,0.01,8.81,0.01,8.37,0.01,7.63,0.01,5.36,0.01,0.09,-0.94,"D ",2M,Simbad
84.494835,-7.1236944,638,0.0,0.0,0.0,0.0,0.0,0.0,15.74,0.06,13.8,0.02,12.41,0.03,11.03,0.03,4.48,0.02,0.0,2.49,"P ",2M,Simbad
84.728874,-7.1197224,639,13.61,0.03,12.53,0.03,12.04,0.03,11.21,0.01,10.86,0.01,10.5,0.01,9.85,0.01,7.63,0.04,0.36,-1.28,"D ",2M,Simbad
84.48754,-7.1156945,640,0.0,0.0,0.0,0.0,0.0,0.0,15.22,0.02,12.61,0.01,11.56,0.02,11.3,0.04,4.21,0.01,0.0,1.45,"P ",2M,Simbad
84.556,-7.112056,641,13.49,0.03,11.62,0.03,10.78,0.02,9.98,0.01,9.57,0.01,9.05,0.01,8.22,0.01,5.09,0.01,1.11,-0.8,"D ",2M,Simbad
84.69583,-7.109083,642,16.73,0.18,15.13,0.1,13.88,0.06,12.87,0.01,12.42,0.01,12.06,0.02,11.48,0.02,8.98,0.13,0.45,-1.26,"D ",2M,Simbad
84.752625,-7.108333,643,16.46,0.14,13.73,0.04,12.34,0.03,11.15,0.01,10.66,0.01,10.23,0.01,9.62,0.01,6.49,0.02,1.81,-1.09,"D ",2M,Simbad
84.698875,-7.104111,644,13.89,0.03,12.04,0.03,10.95,0.02,10.32,0.01,9.8,0.01,9.43,0.01,8.67,0.01,6.03,0.02,0.9,-0.98,"D ",2M,Simbad
84.673,-7.099806,645,0.0,0.0,14.54,0.06,12.47,0.03,10.81,0.01,10.11,0.01,9.51,0.01,8.67,0.01,4.96,0.01,2.41,-0.39,"D ",2M,Simbad
84.83821,-7.096,646,14.97,0.05,13.52,0.03,12.87,0.03,12.76,0.01,12.51,0.01,12.03,0.02,11.79,0.03,8.9,0.1,0.72,-1.65,"D ",2M,Simbad
84.72212,-7.0956945,647,16.49,0.14,0.0,0.0,0.0,0.0,13.99,0.01,13.07,0.01,12.19,0.02,11.03,0.02,7.84,0.05,0.0,0.54,FP,2M,Simbad
84.77179,-7.095,648,15.12,0.06,12.8,0.03,11.4,0.03,10.14,0.01,9.48,0.01,9.13,0.01,8.58,0.01,5.91,0.02,1.28,-1.09,"D ",2M,Simbad
84.69392,-7.0937223,649,16.36,0.16,13.98,0.07,12.5,0.05,11.26,0.01,10.78,0.01,10.51,0.01,10.38,0.01,5.11,0.01,1.29,-1.86,"D ",2M,Simbad
84.760666,-7.09275,650,15.41,0.06,13.3,0.03,12.24,0.03,11.31,0.01,10.83,0.01,10.47,0.01,9.75,0.01,7.37,0.03,1.25,-1.06,"D ",2M,Simbad
84.68371,-7.092167,651,0.0,0.0,0.0,0.0,0.0,0.0,14.27,0.01,13.79,0.01,13.39,0.04,12.59,0.05,0.0,0.0,0.0,-0.93,"D ",2M,Simbad
84.08554,-7.092139,652,12.16,0.02,11.4,0.03,11.17,0.02,10.76,0.01,10.48,0.01,10.26,0.01,9.39,0.01,6.49,0.02,0.12,-1.29,"D ",2M,Simbad
84.538086,-7.0905,653,11.48,0.02,10.52,0.02,10.1,0.02,9.45,0.01,8.98,0.01,8.48,0.01,7.77,0.01,5.52,0.02,0.26,-0.9,"D ",2M,Simbad
84.695045,-7.085861,654,13.73,0.03,12.28,0.03,11.34,0.03,10.34,0.01,9.87,0.01,9.66,0.01,9.04,0.01,5.92,0.02,0.5,-1.39,"D ",2M,Simbad
84.72488,-7.0835276,655,16.2,0.11,14.99,0.08,14.45,0.1,14.04,0.01,13.63,0.01,13.29,0.05,12.52,0.04,0.0,0.0,0.48,-1.12,"D ",2M,Simbad
84.59779,-7.079111,656,12.72,0.03,12.0,0.02,11.7,0.02,11.1,0.01,10.74,0.01,10.34,0.01,9.64,0.01,6.7,0.02,0.02,-1.15,"D ",2M,Simbad
84.781334,-7.077889,657,16.48,0.14,14.84,0.07,13.67,0.08,12.92,0.01,12.6,0.01,12.29,0.03,11.74,0.03,7.96,0.06,0.56,-1.49,"D ",2M,Simbad
84.73121,-7.0748057,658,16.71,0.17,14.32,0.05,12.92,0.03,11.59,0.01,11.11,0.01,10.72,0.01,10.28,0.01,8.27,0.07,1.35,-1.34,"D ",2M,Simbad
84.30829,-7.0614724,659,12.12,0.02,11.23,0.03,10.79,0.02,10.4,0.01,10.13,0.01,9.72,0.01,9.02,0.01,6.2,0.02,0.15,-1.24,"D ",2M,Simbad
84.67783,-7.0583887,660,16.69,0.19,14.79,0.08,13.55,0.05,12.17,0.01,11.59,0.01,11.23,0.01,10.66,0.01,7.63,0.05,0.84,-1.14,"D ",2M,Simbad
84.76725,-7.0582776,661,13.79,0.03,11.99,0.02,11.06,0.02,9.81,0.01,9.39,0.01,9.04,0.01,8.35,0.01,5.38,0.01,0.95,-1.18,"D ",2M,Simbad
84.308044,-7.056444,662,12.62,0.02,11.93,0.03,11.62,0.02,11.23,0.01,10.95,0.01,10.59,0.01,9.92,0.01,7.16,0.03,0.0,-1.33,"D ",2M,Simbad
84.68317,-7.052639,663,14.57,0.04,12.67,0.03,11.56,0.03,10.35,0.01,9.86,0.01,9.32,0.01,8.61,0.01,5.63,0.02,0.94,-0.83,"D ",2M,Simbad
84.40275,-7.0512223,664,13.3,0.02,12.54,0.03,12.07,0.03,11.23,0.01,10.99,0.01,10.42,0.01,9.54,0.01,5.96,0.02,0.0,-0.83,"D ",2M,Simbad
84.69479,-7.0470276,665,15.75,0.1,13.88,0.04,13.04,0.04,12.16,0.01,11.75,0.01,11.35,0.01,10.6,0.01,8.98,0.13,1.1,-1.06,"D ",2M,Simbad
84.68662,-7.046389,666,14.75,0.04,12.93,0.03,11.96,0.03,10.65,0.01,10.19,0.01,9.82,0.01,9.39,0.01,6.47,0.02,0.93,-1.4,"D ",2M,Simbad
84.70138,-7.0453887,667,0.0,0.0,0.0,0.0,0.0,0.0,14.52,0.01,13.74,0.01,13.13,0.04,12.42,0.04,7.41,0.04,0.0,-0.44,FP,2M,Simbad
84.71625,-7.0441113,668,0.0,0.0,0.0,0.0,0.0,0.0,13.14,0.01,11.95,0.01,11.09,0.01,10.18,0.01,7.86,0.06,0.0,0.51,"D ",2M,Simbad
84.72479,-7.042556,669,0.0,0.0,0.0,0.0,0.0,0.0,14.38,0.01,13.14,0.01,12.91,0.03,10.69,0.02,6.66,0.02,0.0,1.13,"P ",2M,Simbad
84.57562,-7.040639,670,9.25,0.02,6.76,0.03,5.15,0.02,0.0,0.0,0.0,0.0,2.13,0.01,0.0,0.0,-2.6,0.04,1.33,0.0,"P ",2M,Simbad
84.66917,-7.0399723,671,14.12,0.03,13.09,0.03,12.57,0.03,11.85,0.01,11.37,0.01,10.95,0.01,10.08,0.01,7.22,0.03,0.26,-0.82,"D ",2M,Simbad
84.71721,-7.0396943,672,0.0,0.0,0.0,0.0,0.0,0.0,14.38,0.01,13.71,0.01,13.08,0.04,12.4,0.05,8.52,0.09,0.0,-0.56,"D ",2M,Simbad
84.52004,-7.039361,673,14.07,0.03,12.96,0.03,12.33,0.03,11.41,0.01,10.96,0.01,10.54,0.01,9.88,0.01,7.68,0.06,0.29,-1.09,"D ",2M,Simbad
84.71154,-7.0373335,674,0.0,0.0,15.93,0.19,13.71,0.06,12.1,0.01,11.4,0.01,10.92,0.01,10.3,0.01,8.15,0.07,2.77,-0.8,"D ",2M,Simbad
84.71825,-7.0371666,675,0.0,0.0,14.01,0.04,12.0,0.03,10.78,0.01,10.28,0.01,9.94,0.01,9.67,0.01,7.02,0.02,2.95,-1.58,"D ",2M,Simbad
84.69046,-7.0329165,676,16.52,0.15,13.2,0.03,11.4,0.03,9.98,0.01,9.38,0.01,8.66,0.01,7.97,0.01,4.95,0.02,2.25,-0.49,"D ",2M,Simbad
84.73542,-7.0320554,677,14.73,0.04,13.03,0.03,12.19,0.03,11.28,0.01,10.79,0.01,10.31,0.01,9.28,0.01,6.44,0.02,0.89,-0.55,"D ",2M,Simbad
84.69283,-7.031528,678,0.0,0.0,0.0,0.0,13.88,0.06,11.64,0.01,10.48,0.01,9.52,0.01,8.73,0.01,4.27,0.01,0.0,0.48,"P ",2M,Simbad
84.69671,-7.0315,679,0.0,0.0,14.56,0.06,11.83,0.03,8.78,0.01,8.13,0.01,7.12,0.01,6.66,0.01,3.81,0.01,4.14,-0.29,"D ",2M,Simbad
84.67275,-7.03125,680,13.52,0.03,12.24,0.03,11.73,0.03,11.0,0.01,10.68,0.01,10.29,0.01,9.53,0.01,6.31,0.02,0.59,-1.14,"D ",2M,Simbad
84.483376,-7.0305,681,15.42,0.07,13.76,0.04,13.03,0.04,12.49,0.01,12.28,0.01,12.18,0.02,11.54,0.02,7.95,0.05,0.91,-1.79,"D ",2M,Simbad
84.709915,-7.0301943,682,0.0,0.0,0.0,0.0,14.48,0.1,13.05,0.01,12.46,0.01,12.06,0.02,11.61,0.02,0.0,0.0,0.0,-1.21,"D ",2M,Simbad
83.73813,-7.029722,683,12.99,0.03,12.31,0.04,12.0,0.03,11.74,0.01,11.63,0.01,11.49,0.01,11.05,0.01,8.25,0.07,0.0,-2.06,"D ",2M,Simbad
84.72675,-7.026528,684,0.0,0.0,0.0,0.0,14.45,0.1,12.97,0.01,12.32,0.01,11.68,0.02,11.15,0.02,8.6,0.09,0.0,-0.73,"D ",2M,Simbad
84.680664,-7.026278,685,14.5,0.04,11.97,0.03,10.76,0.03,9.89,0.01,9.45,0.01,8.99,0.01,8.19,0.01,5.36,0.01,1.68,-0.89,"D ",2M,Simbad
84.58842,-7.0223613,686,13.88,0.03,12.92,0.03,12.41,0.03,11.62,0.01,11.22,0.01,10.88,0.01,9.99,0.01,6.96,0.04,0.18,-0.99,"D ",2M,Simbad
84.70671,-7.021611,687,0.0,0.0,0.0,0.0,0.0,0.0,12.25,0.01,10.26,0.01,9.16,0.01,8.17,0.01,2.28,0.02,0.0,1.71,"P ",2M,Simbad
84.68266,-7.0203333,688,0.0,0.0,14.7,0.09,12.42,0.05,10.97,0.01,10.31,0.01,9.58,0.01,7.86,0.01,2.11,0.01,3.03,0.71,"P ",2M,Simbad
84.755,-7.0193057,689,13.37,0.03,12.06,0.03,11.37,0.02,10.68,0.01,10.37,0.01,10.16,0.01,9.9,0.01,6.46,0.02,0.51,-1.95,"D ",2M,Simbad
84.68975,-7.0172777,690,0.0,0.0,0.0,0.0,0.0,0.0,13.41,0.02,11.36,0.01,10.56,0.02,9.81,0.02,3.43,0.01,0.0,1.09,"P ",2M,Simbad
84.68754,-7.0171666,691,0.0,0.0,0.0,0.0,0.0,0.0,12.06,0.01,10.41,0.01,8.93,0.01,7.91,0.01,2.49,0.01,0.0,1.94,"P ",2M,Simbad
84.697044,-7.0166945,692,0.0,0.0,15.01,0.09,12.72,0.03,10.9,0.01,10.17,0.01,9.6,0.01,9.0,0.01,6.36,0.02,2.83,-0.67,"D ",2M,Simbad
84.62087,-7.0163054,693,14.99,0.05,14.25,0.04,13.88,0.06,13.33,0.01,13.06,0.01,12.83,0.03,12.2,0.04,0.0,0.0,0.01,-1.55,"D ",2M,Simbad
84.90171,-7.016278,694,13.14,0.02,12.48,0.03,12.18,0.03,11.8,0.01,11.65,0.01,11.07,0.01,0.0,0.0,6.6,0.02,0.0,0.0,"D ",2M,Simbad
84.69025,-7.015139,695,0.0,0.0,0.0,0.0,14.34,0.09,11.47,0.01,10.29,0.01,9.46,0.01,8.45,0.01,0.0,0.0,0.0,0.57,"P ",2M,Simbad
84.70008,-7.01375,696,16.11,0.11,13.58,0.04,12.12,0.03,11.96,0.01,10.24,0.01,11.06,0.01,8.78,0.01,5.03,0.01,1.48,0.23,"P ",2M,Simbad
84.69246,-7.0135,697,0.0,0.0,0.0,0.0,14.92,0.14,9.1,0.01,7.09,0.01,6.01,0.01,4.87,0.01,1.33,0.01,0.0,1.88,"P ",2M,Simbad
84.70346,-7.0120554,698,14.2,0.03,12.4,0.03,11.56,0.03,10.67,0.01,10.23,0.01,9.79,0.01,9.13,0.01,6.23,0.03,1.0,-1.07,"D ",2M,Simbad
84.66658,-7.011722,699,15.47,0.07,14.33,0.05,13.58,0.05,12.68,0.01,12.22,0.01,11.78,0.01,11.01,0.01,7.82,0.05,0.23,-0.93,"D ",2M,Simbad
84.684,-7.0112224,700,0.0,0.0,0.0,0.0,13.79,0.06,12.14,0.01,11.42,0.01,10.74,0.01,9.79,0.01,6.42,0.02,0.0,-0.14,"D ",2M,Simbad
84.69904,-7.007472,701,0.0,0.0,0.0,0.0,0.0,0.0,14.27,0.01,12.4,0.01,11.68,0.01,10.63,0.01,6.27,0.02,0.0,1.15,"P ",2M,Simbad
84.72025,-7.006722,702,13.6,0.03,12.06,0.02,11.34,0.02,10.59,0.01,10.28,0.01,9.86,0.01,9.37,0.01,6.89,0.03,0.78,-1.41,"D ",2M,Simbad
84.690125,-7.005528,703,0.0,0.0,0.0,0.0,0.0,0.0,15.62,0.06,14.31,0.03,13.37,0.09,12.8,0.09,0.0,0.0,0.0,0.37,"D ",2M,Simbad
84.70175,-7.0017776,704,15.49,0.07,13.31,0.04,12.04,0.04,10.99,0.01,10.5,0.01,9.89,0.01,8.95,0.01,5.84,0.02,1.19,-0.47,"D ",2M,Simbad
84.702126,-7.0003057,705,0.0,0.0,14.49,0.07,13.01,0.05,11.6,0.01,11.14,0.01,10.84,0.01,10.18,0.01,7.02,0.07,1.79,-1.23,"D ",2M,Simbad
84.695206,-6.998833,706,0.0,0.0,0.0,0.0,14.88,0.14,13.63,0.01,13.11,0.01,12.66,0.04,12.07,0.03,8.67,0.09,0.0,-1.05,"D ",2M,Simbad
84.13975,-6.995167,707,0.0,0.0,15.99,0.2,14.97,0.09,14.25,0.01,14.09,0.01,13.64,0.06,13.35,0.11,0.0,0.0,1.49,-1.74,"D ",2M,Simbad
84.55341,-6.994472,708,0.0,0.0,15.35,0.12,14.43,0.14,13.27,0.01,12.87,0.01,12.41,0.03,11.99,0.03,0.0,0.0,0.63,-1.35,"D ",2M,Simbad
84.66463,-6.99175,709,0.0,0.0,15.21,0.11,12.91,0.03,11.18,0.01,10.15,0.01,9.4,0.01,8.36,0.01,4.24,0.01,1.95,0.35,"P ",2M,Simbad
84.67929,-6.9908056,710,0.0,0.0,0.0,0.0,0.0,0.0,14.77,0.02,14.26,0.02,13.94,0.1,13.3,0.08,0.0,0.0,0.0,-1.18,"D ",2M,Simbad
84.14758,-6.9880276,711,15.09,0.04,14.47,0.05,14.1,0.05,13.57,0.01,13.24,0.01,12.89,0.03,12.34,0.03,0.0,0.0,0.0,-1.42,"D ",2M,Simbad
84.66704,-6.987389,712,12.84,0.02,11.55,0.02,10.65,0.02,9.39,0.01,8.73,0.01,8.41,0.01,7.63,0.01,4.83,0.02,0.31,-0.88,"D ",2M,Simbad
84.58371,-6.9846945,713,0.0,0.0,0.0,0.0,0.0,0.0,12.38,0.01,11.67,0.01,11.4,0.01,10.19,0.02,5.33,0.02,0.0,-0.43,"P ",2M,Simbad
84.31463,-6.984361,714,12.5,0.04,11.2,0.03,10.39,0.03,9.32,0.01,8.93,0.01,8.56,0.01,8.03,0.01,6.11,0.02,0.4,-1.36,"D ",2M,Simbad
84.47996,-6.978667,715,12.73,0.03,11.94,0.02,11.52,0.03,10.81,0.01,10.49,0.01,10.11,0.01,9.57,0.01,7.47,0.04,0.02,-1.41,"D ",2M,Simbad
84.67533,-6.9785833,716,0.0,0.0,0.0,0.0,0.0,0.0,14.41,0.01,13.33,0.01,12.37,0.03,11.21,0.03,0.0,0.0,0.0,0.81,"D ",2M,Simbad
84.48221,-6.9771943,717,13.08,0.03,12.08,0.02,11.69,0.03,11.3,0.01,10.94,0.01,10.68,0.01,9.55,0.01,6.49,0.01,0.31,-0.87,"D ",2M,Simbad
84.35191,-6.9757776,718,13.09,0.03,11.05,0.02,9.85,0.02,8.2,0.01,7.36,0.01,6.65,0.01,5.53,0.01,2.16,0.01,1.07,0.19,"P ",2M,Simbad
84.66575,-6.974861,719,0.0,0.0,0.0,0.0,14.16,0.09,11.73,0.01,10.91,0.02,10.26,0.02,9.47,0.03,0.0,0.0,0.0,-0.26,"D ",2M,Simbad
84.682625,-6.9728613,720,13.53,0.03,12.02,0.03,11.1,0.03,9.96,0.01,9.21,0.01,8.84,0.01,7.85,0.01,4.53,0.01,0.58,-0.49,"D ",2M,Simbad
84.66866,-6.9726944,721,12.87,0.05,10.58,0.04,8.79,0.03,6.6,0.01,5.76,0.01,5.09,0.01,4.23,0.01,0.61,0.01,0.93,-0.14,"P ",2M,Simbad
84.51417,-6.9710555,722,0.0,0.0,0.0,0.0,0.0,0.0,13.71,0.01,12.4,0.01,11.4,0.01,10.22,0.01,5.02,0.01,0.0,1.12,"P ",2M,Simbad
84.47288,-6.971028,723,12.05,0.02,11.13,0.02,10.81,0.03,10.38,0.01,10.02,0.01,9.54,0.01,8.78,0.01,6.89,0.02,0.26,-0.98,"D ",2M,Simbad
84.64971,-6.971,724,15.16,0.04,13.62,0.03,12.77,0.03,11.85,0.01,11.42,0.01,11.02,0.01,10.35,0.01,0.0,0.0,0.67,-1.12,"D ",2M,Simbad
84.68721,-6.970722,725,13.32,0.02,11.61,0.03,10.65,0.02,9.56,0.01,9.1,0.01,8.6,0.01,7.98,0.01,5.28,0.01,0.81,-1.01,"D ",2M,Simbad
84.68004,-6.969139,726,12.05,0.03,9.98,0.03,8.62,0.03,7.33,0.01,6.64,0.01,6.41,0.01,5.73,0.01,2.78,0.01,0.97,-1.09,"D ",2M,Simbad
84.419334,-6.964,727,14.79,0.04,14.17,0.04,13.72,0.05,13.22,0.01,12.86,0.01,12.58,0.02,11.94,0.03,9.13,0.15,0.0,-1.39,"D ",2M,Simbad
84.64408,-6.963222,728,14.9,0.05,13.59,0.04,12.88,0.03,12.1,0.01,11.72,0.01,11.32,0.01,10.68,0.01,7.9,0.07,0.49,-1.2,"D ",2M,Simbad
84.47691,-6.9586387,729,11.37,0.02,10.51,0.02,9.99,0.02,9.15,0.01,8.75,0.01,8.35,0.01,7.42,0.01,4.71,0.01,0.05,-0.86,"D ",2M,Simbad
83.63592,-6.9530277,730,0.0,0.0,0.0,0.0,0.0,0.0,14.63,0.02,13.63,0.02,12.68,0.05,11.11,0.02,6.49,0.02,0.0,1.18,"P ",2M,Simbad
84.46413,-6.9526668,731,13.46,0.02,12.75,0.03,12.35,0.03,11.75,0.01,11.14,0.01,10.81,0.01,10.04,0.01,7.13,0.03,0.0,-0.93,"D ",2M,Simbad
84.54366,-6.951889,732,13.17,0.03,12.15,0.02,11.8,0.03,11.52,0.01,11.31,0.01,11.1,0.01,10.3,0.01,7.17,0.03,0.38,-1.46,"D ",2M,Simbad
84.66671,-6.9495277,733,0.0,0.0,15.48,0.14,14.86,0.17,13.81,0.01,13.38,0.01,12.93,0.04,12.1,0.04,0.0,0.0,0.0,-0.87,"D ",2M,Simbad
84.46546,-6.9477224,734,11.46,0.02,10.5,0.02,10.05,0.02,9.16,0.01,8.73,0.01,8.34,0.01,7.64,0.01,5.02,0.01,0.22,-1.1,"D ",2M,Simbad
84.67475,-6.945417,735,0.0,0.0,14.53,0.06,12.79,0.03,11.16,0.01,10.55,0.01,10.11,0.01,9.55,0.01,7.54,0.04,1.89,-1.01,"D ",2M,Simbad
84.678665,-6.944667,736,16.37,0.13,14.78,0.09,13.54,0.06,12.09,0.01,11.2,0.01,10.44,0.01,9.43,0.01,6.81,0.02,0.45,0.19,"D ",2M,Simbad
84.48571,-6.944222,737,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.01,10.53,0.01,8.96,0.01,7.53,0.01,2.05,0.01,0.0,3.02,"P ",2M,Simbad
84.45625,-6.9409165,738,12.0,0.03,11.1,0.03,10.66,0.03,10.2,0.01,10.03,0.01,9.92,0.01,9.46,0.01,6.8,0.03,0.15,-2.01,"D ",2M,Simbad
83.83875,-6.940111,739,13.71,0.03,12.74,0.03,12.25,0.02,11.21,0.01,10.72,0.01,10.57,0.01,9.97,0.01,7.3,0.03,0.21,-1.49,"D ",2M,Simbad
84.729164,-6.9385,740,16.08,0.1,14.69,0.06,13.43,0.04,11.42,0.01,10.51,0.01,9.67,0.01,8.76,0.01,5.39,0.01,0.17,0.21,"P ",2M,Simbad
84.37767,-6.935111,741,12.33,0.02,11.63,0.03,11.38,0.03,10.93,0.01,10.57,0.01,10.24,0.01,9.3,0.01,6.85,0.03,0.04,-0.99,"D ",2M,Simbad
83.71646,-6.930222,742,16.84,0.14,16.06,0.19,14.95,0.1,13.35,0.01,12.55,0.01,11.82,0.02,10.58,0.01,6.89,0.02,0.0,0.32,"P ",2M,Simbad
84.27396,-6.9298887,743,0.0,0.0,0.0,0.0,0.0,0.0,14.42,0.02,13.28,0.01,12.56,0.05,0.0,0.0,0.0,0.0,0.0,0.0,"D ",2M,Simbad
84.61525,-6.9149165,744,11.31,0.02,10.53,0.02,10.11,0.02,9.44,0.01,9.15,0.01,8.85,0.01,7.98,0.01,4.7,0.01,0.0,-1.17,"D ",2M,Simbad
84.34229,-6.912611,745,13.1,0.03,12.56,0.03,12.24,0.03,11.66,0.01,11.39,0.01,11.01,0.01,9.96,0.01,6.33,0.02,0.0,-0.89,"D ",2M,Simbad
84.73766,-6.8830557,746,13.49,0.03,12.75,0.03,12.33,0.02,11.66,0.01,11.18,0.01,11.06,0.01,10.22,0.02,7.55,0.04,0.0,-1.27,"D ",2M,Simbad
84.12904,-6.878028,747,16.45,0.11,15.5,0.11,15.0,0.1,14.08,0.01,13.3,0.01,12.53,0.03,11.21,0.02,7.34,0.03,0.17,0.43,FP,2M,Simbad
84.63316,-6.8774724,748,12.46,0.03,11.57,0.02,11.18,0.02,10.72,0.01,10.4,0.01,9.98,0.01,9.37,0.01,7.16,0.03,0.2,-1.26,"D ",2M,Simbad
84.33808,-6.876694,749,15.66,0.07,15.18,0.11,14.63,0.13,14.21,0.01,13.9,0.01,13.53,0.07,12.92,0.07,0.0,0.0,0.0,-1.35,"D ",2M,Simbad
84.102165,-6.8761945,750,13.5,0.03,12.85,0.03,12.53,0.02,12.03,0.01,11.72,0.01,11.46,0.01,10.86,0.01,8.15,0.06,0.0,-1.51,"D ",2M,Simbad
84.45558,-6.8603888,751,12.86,0.03,12.05,0.03,11.77,0.03,11.51,0.01,11.43,0.01,11.32,0.01,10.68,0.02,6.61,0.03,0.17,-1.9,"D ",2M,Simbad
84.55229,-6.8509445,752,13.85,0.02,12.57,0.03,12.06,0.03,11.5,0.01,11.21,0.01,10.89,0.01,9.96,0.01,7.89,0.05,0.6,-1.08,"D ",2M,Simbad
84.61154,-6.8486667,753,13.32,0.03,12.4,0.03,12.01,0.03,11.3,0.01,10.97,0.01,10.62,0.01,9.91,0.01,7.3,0.03,0.23,-1.25,"D ",2M,Simbad
83.95908,-6.8445,754,13.01,0.02,11.82,0.03,10.86,0.02,9.52,0.01,8.95,0.01,8.32,0.01,7.56,0.01,4.83,0.01,0.14,-0.57,"D ",2M,Simbad
84.43525,-6.8435555,755,12.28,0.02,11.47,0.03,11.21,0.03,10.88,0.01,10.51,0.01,10.03,0.01,9.02,0.01,5.8,0.02,0.17,-0.7,"D ",2M,Simbad
83.878876,-6.8430276,756,14.75,0.03,14.15,0.04,13.87,0.05,13.4,0.01,13.1,0.01,12.76,0.02,12.07,0.03,9.17,0.13,0.0,-1.32,"D ",2M,Simbad
83.80009,-6.8317776,757,13.07,0.03,12.47,0.03,12.19,0.02,11.83,0.01,11.65,0.01,11.44,0.01,10.67,0.01,7.32,0.04,0.0,-1.51,"D ",2M,Simbad
84.32117,-6.830361,758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.64,0.02,0.0,0.0,RP,2M,Simbad
84.05512,-6.8283334,759,15.71,0.06,13.78,0.03,12.87,0.02,11.95,0.01,11.52,0.01,11.11,0.01,10.6,0.02,8.47,0.08,1.14,-1.29,"D ",2M,Simbad
84.538666,-6.8213334,760,9.94,0.02,8.97,0.03,7.98,0.03,6.36,0.01,5.8,0.01,5.26,0.01,3.91,0.01,1.11,0.01,0.0,-0.05,"D ",2M,Simbad
84.483376,-6.81525,761,13.87,0.03,12.11,0.03,10.99,0.03,9.91,0.01,9.44,0.01,9.01,0.01,8.41,0.01,4.58,0.01,0.76,-1.12,"D ",2M,Simbad
84.03442,-6.8100834,762,12.08,0.02,11.13,0.03,10.63,0.02,9.41,0.01,8.77,0.01,8.07,0.01,7.12,0.01,4.09,0.01,0.18,-0.2,"D ",2M,Simbad
84.69292,-6.807611,763,0.0,0.0,0.0,0.0,0.0,0.0,16.43,0.05,15.03,0.05,13.57,0.06,12.03,0.05,0.0,0.0,0.0,2.24,"D ",2M,Simbad
83.80642,-6.8009443,764,14.09,0.03,13.5,0.03,13.23,0.03,12.78,0.01,12.53,0.01,12.28,0.02,11.71,0.02,8.73,0.09,0.0,-1.61,"D ",2M,Simbad
84.60633,-6.7993054,765,14.48,0.03,13.07,0.02,12.07,0.02,10.79,0.01,10.39,0.01,10.22,0.01,9.82,0.01,7.37,0.03,0.4,-1.76,"D ",2M,Simbad
83.85462,-6.799028,766,11.37,0.03,10.47,0.03,9.97,0.02,9.42,0.01,8.9,0.01,8.64,0.01,7.78,0.01,5.03,0.02,0.12,-1.02,"D ",2M,Simbad
84.33296,-6.7964168,767,0.0,0.0,0.0,0.0,0.0,0.0,14.17,0.01,13.29,0.01,12.46,0.03,11.53,0.02,7.69,0.05,0.0,0.18,FP,2M,Simbad
84.46267,-6.789,768,0.0,0.0,0.0,0.0,0.0,0.0,11.49,0.01,10.57,0.01,10.01,0.01,9.68,0.01,3.24,0.01,0.0,-0.79,"P ",2M,Simbad
84.473915,-6.788028,769,0.0,0.0,13.67,0.04,11.96,0.03,10.45,0.01,9.71,0.01,8.9,0.01,7.75,0.01,3.92,0.01,1.44,0.26,"P ",2M,Simbad
84.106834,-6.787889,770,14.76,0.07,14.26,0.1,14.65,0.13,0.0,0.0,0.0,0.0,0.0,0.0,10.79,0.04,5.31,0.01,0.0,0.0,"P ",2M,Simbad
84.09808,-6.7706943,771,0.0,0.0,0.0,0.0,0.0,0.0,10.79,0.01,8.84,0.01,7.57,0.01,6.7,0.01,2.67,0.01,0.0,1.77,"P ",2M,Simbad
